job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,median_salary,posted_date,company_size,tools_preferred
448,"Johnson, Foster and Martin",Education,NLP Engineer,"MLflow, CUDA, Power BI, FastAPI",Mid,Remote,"Smithfurt, SB",136045,22-10-2023,Startup,"FastAPI, BigQuery"
449,Solomon-Hartman,Finance,Data Analyst,"Pandas, Azure, Keras, PyTorch, AWS, Hugging Face",Mid,Remote,"West Christopherfort, GM",134607,24-08-2024,Startup,"BigQuery, KDB+"
450,"Kelley, Adams and Robertson",Automotive,ML Engineer,"Hugging Face, SQL, TensorFlow",Entry,Full-time,"Port James, LY",155899,13-08-2024,Mid,"Scikit-learn, BigQuery"
451,Johnson-Cabrera,Healthcare,ML Engineer,"TensorFlow, PyTorch, FastAPI, Hugging Face, LangChain, AWS",Senior,Contract,"South Bryanberg, GD",49666,12-05-2024,Large,"TensorFlow, PyTorch, LangChain"
452,"Love, Liu and Flynn",Tech,Quant Researcher,"Excel, LangChain, MLflow, CUDA, Reinforcement Learning",Entry,Full-time,"Matthewshire, FR",102275,25-03-2025,Startup,MLflow
453,Mcdonald and Sons,Retail,Quant Researcher,"TensorFlow, AWS, Azure",Senior,Remote,"Villanuevaberg, KM",159685,01-05-2025,Large,"FastAPI, LangChain, PyTorch"
454,Le Ltd,Finance,AI Product Manager,"R, TensorFlow, C++, Hugging Face, SQL, Flask",Entry,Internship,"South Ginachester, TV",150885,08-03-2024,Large,"KDB+, BigQuery"
455,Larson-Moss,Healthcare,AI Product Manager,"C++, Reinforcement Learning, NumPy, LangChain",Mid,Internship,"South Williamfurt, BB",121823,13-10-2023,Large,FastAPI
456,"Farmer, Thompson and Smith",Healthcare,ML Engineer,"Flask, SQL, PyTorch, C++, TensorFlow",Mid,Full-time,"New Daniel, KP",67827,30-12-2023,Large,KDB+
457,Burns-Davis,Healthcare,NLP Engineer,"Python, AWS, NumPy, Power BI, Hugging Face",Senior,Internship,"Nicholasshire, PH",54890,03-01-2024,Large,"FastAPI, LangChain"
458,Scott-Hernandez,Retail,ML Engineer,"CUDA, Keras, TensorFlow, Scikit-learn",Senior,Full-time,"Freemanland, GD",150066,31-03-2025,Startup,BigQuery
459,Lozano-Valencia,E-commerce,Data Scientist,"LangChain, AWS, Scikit-learn, Flask",Entry,Internship,"Kelseybury, US",143454,22-03-2024,Startup,"BigQuery, KDB+"
460,Watkins-Pearson,Finance,Quant Researcher,"R, SQL, Hugging Face, Keras, Pandas",Mid,Remote,"East Rhondaview, IL",57738,04-09-2024,Large,"TensorFlow, BigQuery, LangChain"
461,Lewis Inc,Finance,Data Scientist,"Hugging Face, Pandas, PyTorch, SQL, R, Excel",Senior,Full-time,"Lake Anthony, MN",86399,15-02-2024,Startup,"LangChain, TensorFlow"
462,"Moreno, Salazar and Sexton",Finance,Data Scientist,"Power BI, Hugging Face, TensorFlow",Mid,Full-time,"North Johnstad, TZ",119568,29-01-2025,Startup,"MLflow, Scikit-learn"
463,Lopez Ltd,Tech,AI Researcher,"Power BI, R, GCP",Entry,Full-time,"East Deborahshire, DZ",139392,19-05-2025,Mid,PyTorch
464,Orozco-Tran,Retail,Quant Researcher,"Reinforcement Learning, Excel, TensorFlow, AWS, C++",Mid,Internship,"Kevinton, ZW",155436,09-01-2024,Large,"KDB+, MLflow, TensorFlow"
465,Allen-Miller,Education,AI Researcher,"Hugging Face, Power BI, SQL, Pandas, Reinforcement Learning",Senior,Contract,"Elijahshire, BJ",80812,06-08-2025,Large,Scikit-learn
466,"Ray, Phillips and Kim",Automotive,NLP Engineer,"PyTorch, Reinforcement Learning, R, NumPy",Mid,Internship,"West Shellymouth, TG",141771,08-07-2024,Startup,"FastAPI, PyTorch"
467,Rodriguez-Williams,Automotive,Data Scientist,"MLflow, C++, SQL",Mid,Internship,"New Jenniferfort, YE",154257,16-11-2024,Startup,MLflow
468,Randall-Sanchez,Tech,Data Scientist,"MLflow, Azure, GCP, Flask, AWS",Mid,Contract,"West Julieland, CO",166892,26-12-2024,Mid,LangChain
469,"Mendoza, Chung and Burnett",E-commerce,Computer Vision Engineer,"Python, PyTorch, R, LangChain",Mid,Remote,"New Jacob, KG",167100,20-09-2024,Large,TensorFlow
470,Odom PLC,Healthcare,NLP Engineer,"TensorFlow, Python, CUDA",Senior,Contract,"South Jacobshire, BE",126318,09-07-2025,Mid,"PyTorch, MLflow"
471,"Miller, Jimenez and Walker",Education,Computer Vision Engineer,"C++, Pandas, Hugging Face, SQL, LangChain, Python",Senior,Internship,"Lake Patriciaview, LY",141280,29-09-2024,Mid,MLflow
472,Valdez-Williams,Automotive,ML Engineer,"NumPy, AWS, Excel",Mid,Contract,"Port Charles, BE",128469,19-05-2024,Large,TensorFlow
473,"Rodriguez, West and Erickson",Tech,ML Engineer,"PyTorch, Reinforcement Learning, FastAPI, R, C++",Entry,Full-time,"Lake Joshuastad, QA",191811,01-05-2024,Startup,BigQuery
474,Church-Young,Automotive,Data Analyst,"Keras, LangChain, CUDA",Mid,Contract,"West Paulshire, PE",93708,17-05-2025,Startup,"FastAPI, Scikit-learn, TensorFlow"
475,Ramirez PLC,Healthcare,AI Researcher,"GCP, PyTorch, Flask",Entry,Full-time,"East Jason, IL",132397,14-02-2024,Mid,"MLflow, KDB+, LangChain"
476,Simmons PLC,Automotive,AI Researcher,"AWS, Excel, R",Entry,Internship,"Peterland, IL",90786,18-02-2024,Mid,MLflow
477,"Miller, Simmons and Johnson",Healthcare,Computer Vision Engineer,"FastAPI, LangChain, SQL, TensorFlow, R",Mid,Remote,"Obrienshire, UZ",59575,11-04-2024,Startup,BigQuery
478,"Stevens, Ball and Tyler",Automotive,Data Analyst,"Keras, LangChain, R, MLflow, Azure, TensorFlow",Senior,Remote,"Dennischester, BH",134558,19-08-2024,Mid,"TensorFlow, BigQuery, LangChain"
479,"Hunt, Scott and Schneider",Retail,Quant Researcher,"SQL, R, Keras",Mid,Remote,"Jessicaside, CH",66068,12-10-2024,Large,"KDB+, MLflow"
480,"Wright, Diaz and Rosario",Education,AI Product Manager,"Power BI, CUDA, Scikit-learn",Entry,Remote,"East Bernardfurt, CY",111333,13-03-2025,Startup,"MLflow, PyTorch"
481,"Dean, Reid and Johnson",Finance,AI Researcher,"AWS, CUDA, GCP, Scikit-learn, Azure",Mid,Internship,"Santostown, TL",169804,17-07-2024,Large,"Scikit-learn, KDB+"
482,"Rose, Simon and Cruz",Education,Quant Researcher,"SQL, Hugging Face, Azure, C++, Keras, Flask",Senior,Contract,"Haasview, PY",140207,01-09-2025,Mid,KDB+
483,Russo Inc,Automotive,Quant Researcher,"Excel, Power BI, GCP, CUDA, PyTorch, Keras",Mid,Contract,"Munozside, MA",106998,21-08-2025,Mid,Scikit-learn
484,"Short, Hodge and Castillo",Tech,Data Analyst,"Keras, C++, Scikit-learn, Flask, PyTorch, Pandas",Mid,Internship,"Lake Jasonville, LV",168413,01-02-2024,Mid,"MLflow, PyTorch"
485,Bauer Group,E-commerce,AI Product Manager,"TensorFlow, Power BI, Reinforcement Learning, NumPy, CUDA, Excel",Mid,Remote,"South Jaredview, PW",145832,02-02-2024,Startup,"LangChain, Scikit-learn, FastAPI"
486,Petty PLC,Retail,Computer Vision Engineer,"Python, Azure, R, TensorFlow, GCP",Entry,Remote,"Castrobury, ES",89313,18-07-2024,Startup,"MLflow, BigQuery, Scikit-learn"
487,Stuart and Sons,Healthcare,Data Scientist,"Hugging Face, C++, PyTorch, Reinforcement Learning, TensorFlow",Mid,Internship,"Lake Randychester, TR",143759,04-03-2025,Large,"PyTorch, BigQuery"
488,"Barker, Monroe and Ortega",Education,AI Product Manager,"Reinforcement Learning, GCP, NumPy",Senior,Full-time,"Robertsonfort, MU",103103,27-11-2023,Startup,"Scikit-learn, TensorFlow, BigQuery"
489,Chambers-Santiago,Finance,AI Product Manager,"Reinforcement Learning, NumPy, Scikit-learn",Entry,Contract,"Halefurt, JO",145153,17-10-2023,Startup,"LangChain, BigQuery"
490,Nolan-Brown,E-commerce,Quant Researcher,"PyTorch, Hugging Face, GCP, Flask",Mid,Full-time,"Karenville, GA",139494,16-06-2024,Large,Scikit-learn
491,"Cox, Fitzgerald and Wong",Finance,Data Scientist,"R, FastAPI, AWS",Mid,Internship,"Davidtown, ID",144822,29-09-2023,Large,"PyTorch, LangChain"
492,Zhang-Williams,Automotive,Data Analyst,"MLflow, CUDA, C++",Entry,Contract,"East Henryfort, CA",137950,09-11-2024,Large,"LangChain, TensorFlow"
493,Henry-Grimes,Education,Data Scientist,"CUDA, AWS, NumPy, Azure, Power BI",Entry,Remote,"Port Biancachester, DE",125710,16-10-2023,Large,"TensorFlow, Scikit-learn, FastAPI"
494,"Garcia, Lowery and Alexander",Finance,AI Researcher,"Keras, NumPy, Python, AWS, Flask, Azure",Mid,Remote,"East Kennethfurt, MT",78829,04-01-2024,Large,"Scikit-learn, LangChain"
495,Turner PLC,Healthcare,Quant Researcher,"Azure, Flask, MLflow, GCP",Senior,Full-time,"East Sandrabury, TL",87488,08-03-2025,Large,"PyTorch, KDB+"
496,Davis LLC,Tech,AI Product Manager,"FastAPI, CUDA, R",Entry,Remote,"Sarahburgh, VA",77881,21-07-2025,Mid,KDB+
497,Foster-Stephens,Education,Data Scientist,"AWS, CUDA, MLflow, Python",Senior,Internship,"Robinsonport, IQ",63830,10-08-2025,Mid,"KDB+, PyTorch, FastAPI"
498,"Ho, Scott and Martinez",Education,AI Product Manager,"Flask, SQL, PyTorch, Azure, AWS",Senior,Full-time,"Lyonsland, MK",149163,24-04-2025,Startup,LangChain
499,Green PLC,Retail,Computer Vision Engineer,"C++, SQL, Python, MLflow, Power BI, FastAPI",Mid,Remote,"Gutierrezport, NO",117621,27-03-2025,Large,LangChain
500,Hudson Group,E-commerce,Computer Vision Engineer,"CUDA, SQL, Keras, C++",Mid,Remote,"New Shawnberg, SE",90097,16-05-2024,Mid,"FastAPI, Scikit-learn, TensorFlow"
501,"Pham, Mathews and Gray",Automotive,AI Product Manager,"MLflow, TensorFlow, NumPy, Pandas",Mid,Remote,"South Crystalshire, FR",88492,30-10-2023,Large,TensorFlow
502,"Saunders, Howell and Martinez",Healthcare,Computer Vision Engineer,"TensorFlow, NumPy, Pandas, PyTorch, Azure",Senior,Full-time,"West Wandaside, KE",78828,14-08-2024,Mid,"KDB+, FastAPI, Scikit-learn"
503,King LLC,Automotive,Computer Vision Engineer,"FastAPI, Keras, CUDA, PyTorch, LangChain",Senior,Internship,"Ruizton, CI",68464,28-11-2024,Startup,"BigQuery, MLflow"
504,Anthony Group,Tech,NLP Engineer,"PyTorch, Azure, Reinforcement Learning, TensorFlow, Pandas, FastAPI",Mid,Contract,"Lisaborough, MG",172856,17-04-2025,Large,PyTorch
505,"Kim, Peterson and Schaefer",Automotive,AI Researcher,"GCP, MLflow, PyTorch",Entry,Contract,"Ericksonport, NZ",169159,02-07-2025,Large,"PyTorch, MLflow, LangChain"
506,Parrish-Small,Retail,NLP Engineer,"Python, Flask, LangChain, AWS, Keras",Senior,Contract,"Perryland, MA",142485,05-08-2025,Startup,"FastAPI, Scikit-learn, PyTorch"
507,"Shaw, Myers and Smith",Finance,Data Scientist,"Azure, TensorFlow, C++",Mid,Full-time,"Brookeport, TV",141251,21-05-2024,Startup,TensorFlow
508,Smith-Huynh,Automotive,ML Engineer,"Scikit-learn, Hugging Face, TensorFlow",Entry,Contract,"South Dawnfort, AE",89141,21-09-2024,Startup,"TensorFlow, BigQuery"
509,Cardenas-Williams,Education,Data Scientist,"Python, Azure, Reinforcement Learning, LangChain, AWS, Hugging Face",Senior,Remote,"West Michael, PW",167293,20-12-2024,Startup,"LangChain, TensorFlow, KDB+"
510,Davis Inc,Healthcare,Data Analyst,"MLflow, Python, TensorFlow, LangChain",Entry,Full-time,"Taylorland, PL",73813,27-12-2024,Mid,"TensorFlow, PyTorch, KDB+"
511,Davis-Hudson,Retail,Data Analyst,"GCP, Scikit-learn, Flask, AWS, Excel, Power BI",Entry,Remote,"South Thomasview, BR",150316,13-08-2025,Startup,PyTorch
512,"Mcdonald, Carey and Cruz",Healthcare,AI Researcher,"TensorFlow, R, FastAPI, Pandas, Power BI",Mid,Contract,"Kingburgh, ER",64953,23-09-2023,Large,"MLflow, Scikit-learn"
513,Williams LLC,Healthcare,AI Product Manager,"Python, Hugging Face, Scikit-learn, GCP",Entry,Contract,"Jeremytown, GQ",85318,04-01-2025,Large,"MLflow, KDB+"
514,Cooper PLC,Education,Quant Researcher,"Azure, Pandas, TensorFlow, AWS",Mid,Remote,"Michaelbury, FM",160280,27-06-2024,Large,"BigQuery, Scikit-learn, PyTorch"
515,"Graham, Ramirez and Haas",Automotive,Data Analyst,"R, Reinforcement Learning, Scikit-learn, PyTorch, GCP",Entry,Remote,"East Tammy, SY",183808,08-10-2024,Mid,"BigQuery, TensorFlow, FastAPI"
516,"Lowe, Schmidt and Harris",Tech,NLP Engineer,"Excel, Hugging Face, AWS, TensorFlow, R, Power BI",Entry,Contract,"Dannyborough, MA",89730,22-07-2025,Mid,TensorFlow
517,"Kemp, Young and Stewart",E-commerce,Computer Vision Engineer,"Python, Pandas, Excel, TensorFlow, Azure",Entry,Remote,"Tracyborough, CZ",80276,08-05-2024,Startup,"TensorFlow, PyTorch"
518,"Hodges, Allen and Washington",Automotive,Data Analyst,"PyTorch, Pandas, Reinforcement Learning",Mid,Contract,"Davidside, JO",57533,03-05-2024,Mid,KDB+
519,Blair PLC,E-commerce,Data Analyst,"NumPy, Keras, PyTorch, TensorFlow, Flask, Excel",Senior,Contract,"Hernandezshire, LU",133540,06-11-2024,Large,"FastAPI, PyTorch, BigQuery"
520,"Cruz, Patrick and King",E-commerce,AI Researcher,"R, TensorFlow, AWS",Mid,Remote,"Walshstad, KG",133751,26-04-2025,Startup,"PyTorch, KDB+"
521,"Rivers, Jones and Cameron",E-commerce,ML Engineer,"SQL, NumPy, Scikit-learn",Entry,Full-time,"Nelsonchester, NE",136009,02-11-2024,Large,"TensorFlow, LangChain"
522,Lindsey-Chan,Finance,AI Product Manager,"MLflow, Flask, Keras, Scikit-learn, LangChain",Entry,Contract,"Albertport, RW",60422,18-07-2024,Mid,TensorFlow
523,Hess Inc,Healthcare,Data Analyst,"FastAPI, Excel, PyTorch, Flask, Reinforcement Learning",Mid,Remote,"East Kathrynchester, FJ",120392,26-08-2024,Mid,"BigQuery, PyTorch, FastAPI"
524,Williams Ltd,Retail,ML Engineer,"Hugging Face, GCP, Scikit-learn",Entry,Contract,"Lake Patrick, ST",183549,27-02-2024,Mid,"Scikit-learn, PyTorch, LangChain"
525,"Moore, Fields and Valdez",Tech,AI Product Manager,"SQL, Python, Excel, Flask",Entry,Contract,"Marcusstad, GT",88200,31-08-2025,Mid,"TensorFlow, KDB+, BigQuery"
526,Todd-Wright,Automotive,Data Scientist,"SQL, Keras, Pandas, GCP",Senior,Contract,"Port Thomas, IQ",166076,12-03-2024,Startup,"FastAPI, KDB+"
527,Morrison and Sons,E-commerce,ML Engineer,"CUDA, Power BI, AWS, FastAPI, C++",Senior,Internship,"Richardfurt, JM",154279,04-11-2024,Mid,TensorFlow
528,"Barrett, Bennett and Stokes",Education,ML Engineer,"C++, CUDA, Azure",Entry,Remote,"New John, JP",155360,22-03-2025,Startup,"LangChain, MLflow"
529,"Jefferson, Orr and Gonzalez",Retail,NLP Engineer,"LangChain, GCP, Reinforcement Learning, Excel, FastAPI, Power BI",Mid,Remote,"Lake Matthewhaven, RO",107952,24-01-2024,Large,"KDB+, PyTorch"
530,"Davis, Chambers and Lee",Healthcare,Data Analyst,"Excel, Power BI, PyTorch, Hugging Face, R",Senior,Remote,"Davidton, VN",165210,02-02-2024,Mid,"Scikit-learn, BigQuery, MLflow"
531,Guerra-Hall,Healthcare,AI Product Manager,"GCP, Reinforcement Learning, Keras, Pandas",Mid,Remote,"New Ronald, PA",158271,24-09-2024,Mid,FastAPI
532,Brooks Ltd,Healthcare,AI Product Manager,"Keras, FastAPI, C++, Hugging Face",Senior,Full-time,"West Elizabeth, DE",81454,05-02-2025,Mid,"Scikit-learn, PyTorch"
533,"Nolan, Jones and Nelson",Tech,ML Engineer,"Python, PyTorch, SQL, FastAPI",Mid,Contract,"Hillfurt, BO",85361,05-12-2023,Startup,"MLflow, FastAPI, Scikit-learn"
534,"Davidson, Walsh and Meyers",Finance,Data Analyst,"Keras, Python, Hugging Face, Flask",Senior,Internship,"Susanfort, IQ",87313,06-06-2024,Mid,"TensorFlow, FastAPI"
535,Burgess-Barrera,Finance,NLP Engineer,"Hugging Face, Azure, PyTorch, GCP",Senior,Contract,"Leebury, SC",124700,13-09-2025,Large,FastAPI
536,Anderson LLC,Healthcare,ML Engineer,"TensorFlow, LangChain, Keras, Scikit-learn, Excel, C++",Entry,Contract,"South Briannafort, MZ",92378,22-01-2024,Mid,MLflow
537,"Cameron, Carter and Smith",Healthcare,AI Researcher,"Scikit-learn, Azure, GCP",Mid,Full-time,"Blakebury, CL",104701,18-06-2025,Large,"PyTorch, MLflow"
538,Christensen LLC,Finance,AI Product Manager,"FastAPI, TensorFlow, Keras",Entry,Contract,"New Codystad, HU",129508,02-08-2024,Large,MLflow
539,Clark-Dennis,Finance,NLP Engineer,"R, NumPy, Scikit-learn",Mid,Remote,"North Brianhaven, IT",153250,08-08-2024,Mid,"BigQuery, PyTorch"
540,Obrien and Sons,Automotive,AI Researcher,"Python, MLflow, SQL",Mid,Internship,"North Joannaberg, VC",55347,30-06-2024,Large,"Scikit-learn, MLflow, FastAPI"
541,Gomez PLC,E-commerce,ML Engineer,"R, Scikit-learn, Power BI",Senior,Internship,"Stevenshire, BE",122736,05-04-2025,Startup,MLflow
542,Rogers-Shaw,E-commerce,ML Engineer,"Pandas, LangChain, Python, Keras",Senior,Internship,"Ginafurt, PW",149378,13-01-2025,Startup,"KDB+, Scikit-learn, TensorFlow"
543,Gardner-Murphy,Education,NLP Engineer,"Hugging Face, R, Azure, Power BI, Excel",Senior,Full-time,"Phillipsmouth, BE",163823,16-01-2024,Mid,"LangChain, FastAPI"
544,"Brooks, Morales and Parker",Automotive,Quant Researcher,"Pandas, FastAPI, Hugging Face, PyTorch, Power BI",Senior,Full-time,"South Chelseamouth, MR",74425,25-08-2024,Startup,LangChain
545,"Harrison, Nelson and Butler",Tech,Data Analyst,"GCP, Pandas, FastAPI, C++, Excel",Mid,Internship,"North Darren, PG",96036,25-06-2025,Mid,"FastAPI, MLflow"
546,"Boyd, Manning and Smith",E-commerce,ML Engineer,"Excel, Pandas, CUDA",Mid,Full-time,"Walshmouth, EG",141983,28-10-2024,Startup,PyTorch
547,Morgan Group,E-commerce,Data Scientist,"Reinforcement Learning, Hugging Face, Pandas, Excel",Mid,Contract,"East Robertbury, PS",86519,02-05-2025,Startup,"FastAPI, PyTorch"
548,"Sutton, Rivera and Mcintyre",Education,Data Scientist,"Reinforcement Learning, LangChain, C++",Entry,Internship,"Port Briannaview, MM",172244,07-09-2025,Startup,"LangChain, FastAPI"
549,Lee Inc,Education,AI Product Manager,"FastAPI, Excel, AWS, LangChain, Python",Entry,Contract,"Bradshawport, TW",90180,25-10-2024,Startup,"KDB+, MLflow"
550,Clark-Stevens,Tech,NLP Engineer,"Power BI, C++, R",Senior,Contract,"Port Isabellaport, BB",170094,17-01-2024,Startup,BigQuery
551,Young LLC,Education,Computer Vision Engineer,"C++, Hugging Face, Flask, Python, NumPy, Scikit-learn",Senior,Full-time,"South Evan, ZM",114041,12-02-2024,Large,"Scikit-learn, FastAPI, LangChain"
552,Shaffer Inc,Education,Data Scientist,"FastAPI, Azure, TensorFlow",Mid,Internship,"West Adammouth, MZ",169855,08-06-2024,Mid,TensorFlow
553,"Powers, Lee and Graves",Healthcare,NLP Engineer,"MLflow, Reinforcement Learning, Python",Mid,Internship,"North Cindy, CZ",79693,18-08-2025,Mid,"PyTorch, TensorFlow"
554,Williams-White,Tech,ML Engineer,"CUDA, R, Reinforcement Learning",Entry,Full-time,"Amyside, CH",153308,09-02-2025,Startup,"MLflow, PyTorch, KDB+"
555,Smith-Green,Finance,Data Analyst,"Python, AWS, FastAPI",Entry,Full-time,"East Mariahberg, NL",71299,18-08-2024,Mid,FastAPI
556,Miller and Sons,Tech,AI Researcher,"MLflow, AWS, SQL, Python",Mid,Full-time,"North Michele, BZ",139914,03-01-2024,Mid,"TensorFlow, FastAPI"
557,Thomas-Howell,Education,Data Scientist,"MLflow, Azure, Python",Senior,Internship,"Matthewshire, HN",98581,19-12-2023,Mid,"TensorFlow, KDB+"
558,"Velez, Foley and Walker",E-commerce,Quant Researcher,"Excel, Flask, Power BI, PyTorch, SQL, CUDA",Senior,Internship,"Lake Joseph, SN",161932,21-08-2024,Mid,"LangChain, BigQuery, FastAPI"
559,Mccoy Group,Tech,ML Engineer,"Scikit-learn, AWS, CUDA, Azure, Hugging Face",Senior,Full-time,"North Tamara, SM",76047,16-10-2024,Startup,"FastAPI, TensorFlow, LangChain"
560,Hall Ltd,E-commerce,NLP Engineer,"LangChain, Python, AWS, R, Keras",Entry,Remote,"Jamesview, HT",96298,31-05-2025,Startup,"LangChain, BigQuery"
561,Dixon-Sanchez,Tech,AI Product Manager,"Excel, Azure, Pandas, PyTorch, SQL",Mid,Remote,"Adamsshire, AZ",130793,21-05-2025,Startup,"PyTorch, TensorFlow, KDB+"
562,Goodman and Sons,Automotive,Data Scientist,"NumPy, Excel, LangChain",Entry,Contract,"Zacharyfurt, ST",164737,21-10-2024,Mid,"MLflow, Scikit-learn, FastAPI"
563,"Garcia, Moss and Mccormick",Tech,Quant Researcher,"TensorFlow, Flask, NumPy, GCP",Mid,Internship,"New Bettyborough, GR",129019,16-02-2024,Mid,TensorFlow
564,Mccullough-Fields,Healthcare,AI Researcher,"Hugging Face, Flask, Pandas, Scikit-learn",Senior,Remote,"Georgeview, LB",116155,31-07-2024,Mid,"BigQuery, MLflow"
565,"Green, Stewart and Nelson",Healthcare,AI Researcher,"Python, Pandas, R, Scikit-learn",Entry,Internship,"Carmenbury, TV",122818,02-09-2025,Large,"LangChain, TensorFlow, BigQuery"
566,Montgomery and Sons,Tech,Computer Vision Engineer,"Excel, TensorFlow, Azure, Reinforcement Learning",Entry,Contract,"New Josemouth, KE",74570,11-04-2024,Large,"BigQuery, FastAPI"
567,Fuentes LLC,E-commerce,Data Analyst,"Hugging Face, Keras, FastAPI, Power BI",Senior,Contract,"Lake Christophershire, UZ",101979,29-01-2025,Startup,"LangChain, PyTorch, MLflow"
568,Farmer-Higgins,Education,Data Analyst,"Reinforcement Learning, Pandas, AWS",Senior,Remote,"East Cindy, IL",156930,17-04-2024,Mid,"FastAPI, KDB+, BigQuery"
569,Lyons-Dunlap,Education,NLP Engineer,"Keras, Python, PyTorch, GCP, C++",Mid,Contract,"Jamesshire, BN",127601,03-08-2024,Large,"Scikit-learn, TensorFlow, PyTorch"
570,"Moore, Whitney and Davis",Tech,ML Engineer,"PyTorch, Flask, CUDA, NumPy, AWS, SQL",Senior,Full-time,"East Jamie, BO",89763,01-06-2025,Startup,"Scikit-learn, PyTorch, FastAPI"
571,Glass and Sons,Healthcare,NLP Engineer,"LangChain, TensorFlow, Azure",Mid,Internship,"Jenniferfurt, RO",146118,12-10-2023,Large,"MLflow, BigQuery"
572,Gaines Ltd,Tech,Quant Researcher,"TensorFlow, FastAPI, PyTorch, Hugging Face, Pandas",Mid,Full-time,"Jacquelineville, GE",154336,29-11-2024,Mid,"TensorFlow, LangChain, Scikit-learn"
573,Garcia-Cannon,Education,AI Product Manager,"Keras, NumPy, R, LangChain, Reinforcement Learning",Senior,Contract,"Port Shannon, TV",141615,09-03-2025,Startup,"KDB+, BigQuery"
574,"Robbins, Luna and Wiggins",Education,Data Analyst,"SQL, LangChain, MLflow, AWS, Reinforcement Learning",Mid,Contract,"Tonyburgh, BO",163112,12-12-2023,Startup,MLflow
575,Green-Poole,Retail,Data Analyst,"Flask, LangChain, FastAPI",Senior,Full-time,"Lake Timothyville, LB",75521,24-02-2025,Startup,"FastAPI, BigQuery, MLflow"
576,Shaw-Bell,Education,Quant Researcher,"LangChain, SQL, Reinforcement Learning",Senior,Internship,"Rodriguezfort, NZ",147293,16-10-2024,Startup,"PyTorch, LangChain, KDB+"
577,"Mason, Gonzalez and Miller",E-commerce,NLP Engineer,"Power BI, AWS, TensorFlow, Keras, CUDA, Pandas",Mid,Internship,"Garciamouth, DE",149965,23-05-2025,Mid,"KDB+, Scikit-learn"
578,Carroll-Carroll,Finance,AI Researcher,"Power BI, Pandas, CUDA",Mid,Remote,"Lake Andrewbury, ZA",188157,03-12-2023,Large,TensorFlow
579,"Fisher, Davis and Kelly",Finance,ML Engineer,"Pandas, GCP, Hugging Face",Entry,Full-time,"North Kevin, VA",157522,20-10-2023,Large,"LangChain, BigQuery"
580,Hughes Ltd,Automotive,Quant Researcher,"AWS, Power BI, MLflow, Python, GCP",Entry,Internship,"East Lisa, GY",103430,11-01-2024,Large,"MLflow, LangChain, BigQuery"
581,Mcneil Ltd,Education,Data Analyst,"Pandas, R, AWS, PyTorch",Senior,Full-time,"Brandonshire, MU",95607,17-11-2024,Large,LangChain
582,"Clark, Garcia and Smith",Education,ML Engineer,"Hugging Face, Python, Pandas",Entry,Contract,"East Laurenland, UA",136434,27-12-2023,Startup,"FastAPI, Scikit-learn, PyTorch"
583,Robinson-Murphy,Automotive,AI Researcher,"Power BI, Python, GCP, C++",Mid,Full-time,"East Raymond, NR",79460,26-03-2024,Large,"Scikit-learn, FastAPI, TensorFlow"
584,"Jenkins, Shelton and Galloway",Tech,Data Analyst,"CUDA, AWS, Scikit-learn",Mid,Internship,"Port Jenniferhaven, DM",166913,26-05-2024,Mid,MLflow
585,"Oconnor, Montgomery and Figueroa",Retail,Quant Researcher,"Python, LangChain, Pandas, TensorFlow",Mid,Internship,"Lake Elizabeth, BA",97518,12-12-2023,Startup,MLflow
586,Lin-Robinson,Automotive,AI Researcher,"Hugging Face, Azure, NumPy",Senior,Full-time,"Jamesmouth, TO",174447,19-07-2025,Mid,"LangChain, Scikit-learn, MLflow"
587,"Thompson, Mosley and Mitchell",E-commerce,ML Engineer,"R, Scikit-learn, SQL, LangChain",Entry,Internship,"Lake April, UA",143745,13-02-2024,Startup,PyTorch
588,Austin-Burke,Retail,NLP Engineer,"FastAPI, SQL, Scikit-learn, NumPy, Excel, PyTorch",Senior,Remote,"South Christophermouth, PW",122910,16-05-2024,Mid,"PyTorch, BigQuery"
589,Smith-Webster,E-commerce,NLP Engineer,"Power BI, Scikit-learn, R, Python, Keras",Senior,Contract,"West Karen, DK",160519,28-02-2025,Large,"TensorFlow, KDB+, MLflow"
590,Bennett and Sons,Education,Data Scientist,"C++, Reinforcement Learning, Azure, CUDA, MLflow",Entry,Full-time,"Burnetttown, KE",83649,13-05-2024,Startup,BigQuery
591,Hess-Hobbs,Healthcare,Data Scientist,"Keras, AWS, NumPy, MLflow, TensorFlow, Flask",Mid,Contract,"Jacquelineview, MN",130611,06-02-2025,Large,"Scikit-learn, KDB+, MLflow"
592,Scott-Garcia,Tech,NLP Engineer,"Flask, Power BI, LangChain, Excel, MLflow, R",Senior,Remote,"Raymondville, SR",67021,03-03-2024,Mid,"FastAPI, TensorFlow, MLflow"
593,Scott Ltd,Automotive,Quant Researcher,"Hugging Face, MLflow, CUDA, Python, Keras, SQL",Senior,Contract,"Lake Colleenmouth, NA",174908,29-12-2024,Large,"TensorFlow, FastAPI, Scikit-learn"
594,"Wheeler, Thompson and Rivera",Finance,Computer Vision Engineer,"Pandas, MLflow, TensorFlow, Power BI",Mid,Remote,"Jacobland, BR",98020,27-04-2025,Startup,"LangChain, KDB+, BigQuery"
